,year,month,state,Mental_Health_Records_Submitted_2008,Mental_Health_Records_Submitted_2017,Gun_Sale_Denials_2008,Gun_Sale_Denials_2017,Giffords Gun Safety Score,Gun Deaths per 100k People (2018),Gun Death Rate (Ranked High to Low),Rank,# of guns per capita,# of guns registered,Permit Type,Handgun_Carry_Permit_Fee,Years_Valid,5_Year_Cost,Happiness Score,n_incidents
132549,2017,6,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,35
132584,2017,7,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,52
132636,2017,8,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,54
132690,2017,9,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,23
132713,2017,10,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,49
132762,2017,11,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,41
132803,2017,12,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,34
132837,2018,1,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,54
132891,2018,2,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,21
132912,2018,3,Arkansas,733,3757,23,128,F,20.2,7.0,9,0.027000000000000003,79841,Constitutional carry/permit available for reciprocity,135.0,5,137,2,29
5675,2014,1,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,192
5867,2014,2,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,145
6012,2014,3,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,171
6183,2014,4,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,171
6354,2014,5,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,207
6561,2014,6,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,182
6743,2014,7,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,209
6952,2014,8,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,192
7144,2014,9,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,176
7320,2014,10,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,177
7497,2014,11,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,177
7674,2014,12,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,169
7843,2015,1,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,181
8024,2015,2,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,156
8180,2015,3,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,201
8381,2015,4,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,177
8558,2015,5,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,176
8734,2015,6,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,157
8891,2015,7,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,191
9082,2015,8,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,168
9250,2015,9,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,177
9427,2015,10,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,184
9611,2015,11,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,175
9786,2015,12,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,198
9984,2016,1,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,196
10180,2016,2,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,194
10374,2016,3,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,177
10551,2016,4,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,175
10726,2016,5,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,152
10878,2016,6,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,161
11039,2016,7,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,225
11264,2016,8,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,232
11496,2016,9,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,199
11695,2016,10,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,204
11899,2016,11,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,217
12116,2016,12,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,196
12312,2017,1,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,219
12531,2017,2,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,188
12719,2017,3,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,251
12970,2017,4,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,244
13214,2017,5,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,209
13423,2017,6,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,267
13690,2017,7,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,262
13952,2017,8,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,199
14151,2017,9,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,162
14313,2017,10,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,183
14496,2017,11,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,177
14673,2017,12,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,185
14858,2018,1,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,223
15081,2018,2,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,162
15243,2018,3,California,223635,821905,42,314,A,7.8,44.0,45,0.009000000000000001,344622,Concealed carry weapons license,100.0,2,212,29,144
21755,2014,1,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,31
21786,2014,2,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,11
21797,2014,3,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,15
21812,2014,4,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,9
21821,2014,5,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,29
21850,2014,6,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,21
21871,2014,7,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,23
21894,2014,8,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,28
21922,2014,9,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,18
21940,2014,10,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,20
21960,2014,11,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,15
21975,2014,12,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,20
21995,2015,1,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,26
22021,2015,2,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,20
22041,2015,3,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,26
22067,2015,4,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,28
22095,2015,5,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,39
22134,2015,6,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,27
22161,2015,7,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,33
22194,2015,8,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,28
22222,2015,9,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,39
22261,2015,10,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,33
22294,2015,11,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,44
22338,2015,12,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,35
22373,2016,1,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,35
22408,2016,2,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,17
22425,2016,3,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,22
22447,2016,4,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,30
22477,2016,5,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,37
22514,2016,6,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,29
22543,2016,7,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,42
22585,2016,8,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,21
22606,2016,9,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,23
22629,2016,10,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,32
22661,2016,11,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,33
22694,2016,12,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,25
22719,2017,1,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,36
22755,2017,2,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,36
22791,2017,3,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,34
22825,2017,4,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,26
22851,2017,5,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,45
22896,2017,6,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,35
22931,2017,7,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,34
22965,2017,8,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,23
22988,2017,9,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,29
23017,2017,10,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,30
23047,2017,11,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,40
23087,2017,12,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,33
23120,2018,1,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,46
23166,2018,2,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,26
23192,2018,3,Colorado,15677,77364,57,534,C,13.4,24.0,29,0.017,92435,Concealed handgun permit,52.5,5,52,3,31
122810,2014,1,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,19
122829,2014,2,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,8
122837,2014,3,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,14
122851,2014,4,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,18
122869,2014,5,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,34
122903,2014,6,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,22
122925,2014,7,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,26
122951,2014,8,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,29
122980,2014,9,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,25
123005,2014,10,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,14
123019,2014,11,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,11
123030,2014,12,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,21
123051,2015,1,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,23
123074,2015,2,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,14
123088,2015,3,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,18
123106,2015,4,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,31
123137,2015,5,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,37
123174,2015,6,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,28
123202,2015,7,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,37
123239,2015,8,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,36
123275,2015,9,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,32
123307,2015,10,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,34
123341,2015,11,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,25
123366,2015,12,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,28
123394,2016,1,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,26
123420,2016,2,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,15
123435,2016,3,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,23
123458,2016,4,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,19
123477,2016,5,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,28
123505,2016,6,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,27
123532,2016,7,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,39
123571,2016,8,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,47
123618,2016,9,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,31
123649,2016,10,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,25
123674,2016,11,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,18
123692,2016,12,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,16
123708,2017,1,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,38
123746,2017,2,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,18
123764,2017,3,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,22
123786,2017,4,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,24
123810,2017,5,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,30
123840,2017,6,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,21
123861,2017,7,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,34
123895,2017,8,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,29
123924,2017,9,Connecticut,4296,63394,0,0,A-,5.1,46.0,15,0.023,82400,State permit to carry pistols or revolvers,70.0,5,70,2,31
